PČ;Názov kraja;Názov okresu;"Názov ZÚJ 
(obec/mestská časť/vojenský obvod)";Názov časti obce;Názov ZSJ;Matričný úrad (m);"Výmera ZÚJ 
v ha";Hustota obyvateľstva (obyv./km?);Počet obyvateľov spolu ;Muži;Ženy;"Počet obyvateľov
v predproduktívnom veku (0 – 14) ";"Počet obyvateľov
v produktívnom veku (15 – 64)";"Počet obyvateľov 
v poproduktívnom veku (65+) ";Ekonomicky aktívne obyvateľstvo;"Pracujúci 
v primárnom sektore";"Pracujúci 
v sekundárnom sektore";"Pracujúci 
v terciárnom sektore";"Pracujúci 
v kvartérnom sektore ";Počet trvalo obývaných domov spolu;Počet trvalo obývaných bytov spolu;"Počet trvalo obývaných bytov 
v bytových domoch";"Počet trvalo obývaných bytov 
v rodinných domoch";Počet obyvateľov so súčasným pobytom (SP) spolu;Obyvateľstvo (SP) odchádzajúce za prácou;Počet cenozvých domácností (SP);"Kód 
kraja";"Kód 
okresu";"Kód ZÚJ 
(obec/mestská časť/vojenský obvod)";"Kód 
časti obce";"Kód 
ZSJ";Typ územnej úrovne;;;
11306;Košický;Rožňava;Nižná Slaná;Nižná Slaná;;;;;656;324;332;123;413;120;288;27;45;69;58;189;196;6;188;602;113;280;8;808;526045;406741;;časť obce;;;
11307;Košický;Rožňava;Nižná Slaná;Nižná Slaná;Nižná Slaná;;;;656;324;332;123;413;120;288;27;45;69;58;189;196;6;188;602;113;280;8;808;526045;406741;2409150;základná sídelná jednotka;;;
11308;Košický;Rožňava;Nižná Slaná;Nižnoslanská Baňa;;;;;548;277;271;122;378;48;219;4;39;38;21;51;154;112;41;499;58;218;8;808;526045;413551;;časť obce;;;
11309;Košický;Rožňava;Nižná Slaná;Nižnoslanská Baňa;Nižnoslanská Baňa;;;;548;277;271;122;378;48;219;4;39;38;21;51;154;112;41;499;58;218;8;808;526045;413551;2409310;základná sídelná jednotka;;;
11310;Košický;Rožňava;Ochtiná;;;;1448;38;554;266;288;97;398;59;270;5;70;53;64;166;167;0;161;522;106;231;8;808;526053;;;obec;;;
11311;Košický;Rožňava;Ochtiná; ;Ochtiná;;;;554;266;288;97;398;59;270;5;70;53;64;166;167;0;161;522;106;231;8;808;526053;;2432640;základná sídelná jednotka;;;
11312;Košický;Rožňava;Pača;;;;2558;21;544;254;290;61;375;108;290;17;39;89;64;182;182;0;179;500;147;234;8;808;526061;;;obec;;;
11313;Košický;Rožňava;Pača; ;Pača;;;;544;254;290;61;375;108;290;17;39;89;64;182;182;0;179;500;147;234;8;808;526061;;2449370;základná sídelná jednotka;;;
11314;Košický;Rožňava;Pašková;;;;601;56;339;171;168;87;215;37;149;2;17;16;27;73;73;0;73;313;40;140;8;808;526070;;;obec;;;
11315;Košický;Rožňava;Pašková; ;Pašková;;;;339;171;168;87;215;37;149;2;17;16;27;73;73;0;73;313;40;140;8;808;526070;;2456310;základná sídelná jednotka;;;
11316;Košický;Rožňava;Petrovo;;;;397;26;105;47;58;20;68;17;42;0;8;7;5;28;28;0;25;84;11;38;8;808;526088;;;obec;;;
11317;Košický;Rožňava;Petrovo; ;Petrovo;;;;105;47;58;20;68;17;42;0;8;7;5;28;28;0;25;84;11;38;8;808;526088;;2461580;základná sídelná jednotka;;;
11318;Košický;Rožňava;Plešivec;;;m;6214;36;2 225;1 082;1 143;310;1 537;378;1 119;25;233;276;211;421;710;320;376;2 047;333;1 011;8;808;526096;;;obec;;;
11319;Košický;Rožňava;Plešivec; ;Plešivec;;;;2 225;1 082;1 143;310;1 537;378;1 119;25;233;276;211;421;710;320;376;2 047;333;1 011;8;808;526096;;2469210;základná sídelná jednotka;;;
11320;Košický;Rožňava;Rakovnica;;;;709;84;598;305;293;70;400;128;314;5;53;100;61;188;201;7;192;526;154;233;8;808;526126;;;obec;;;
11321;Košický;Rožňava;Rakovnica; ;Rakovnica;;;;598;305;293;70;400;128;314;5;53;100;61;188;201;7;192;526;154;233;8;808;526126;;2515510;základná sídelná jednotka;;;
11322;Košický;Rožňava;Rejdová;;;;5052;15;740;365;375;175;460;105;305;35;45;59;49;173;178;7;169;705;73;283;8;808;526134;;;obec;;;
11323;Košický;Rožňava;Rejdová; ;Halem;;;;348;177;171;131;207;10;108;7;11;4;3;39;39;0;39;314;8;105;8;808;526134;;2519500;základná sídelná jednotka;;;
11324;Košický;Rožňava;Rejdová; ;Rejdová;;;;392;188;204;44;253;95;197;28;34;55;46;134;139;7;130;391;69;178;8;808;526134;;2519680;základná sídelná jednotka;;;
11325;Košický;Rožňava;Rochovce;;;;833;39;324;168;156;54;229;41;163;5;24;31;19;95;102;0;99;302;45;138;8;808;526177;;;obec;;;
11326;Košický;Rožňava;Rochovce; ;Rochovce;;;;324;168;156;54;229;41;163;5;24;31;19;95;102;0;99;302;45;138;8;808;526177;;2527350;základná sídelná jednotka;;;
11327;Košický;Rožňava;Roštár;;;;854;74;634;319;315;187;393;54;207;14;27;37;18;117;123;7;110;597;40;231;8;808;526185;;;obec;;;
11328;Košický;Rožňava;Roštár; ;Roštár;;;;634;319;315;187;393;54;207;14;27;37;18;117;123;7;110;597;40;231;8;808;526185;;2527940;základná sídelná jednotka;;;
11329;Košický;Rožňava;Rozložná;;;;1259;17;217;107;110;54;149;14;100;5;17;13;12;53;58;3;53;186;31;99;8;808;526193;;;obec;;;
11330;Košický;Rožňava;Rozložná; ;Rozložná;;;;217;107;110;54;149;14;100;5;17;13;12;53;58;3;53;186;31;99;8;808;526193;;2529050;základná sídelná jednotka;;;
11331;Košický;Rožňava;Rožňava;;;m;4562;385;17 569;8 296;9 273;2 581;11 797;3 191;8 652;110;1 445;2 640;2 150;1 897;6 407;4 892;1 470;16 668;1 476;8 301;8;808;525529;;;obec;;;
11332;Košický;Rožňava;Rožňava;Nadabula;;;;;636;321;315;131;421;84;262;5;52;64;54;146;174;28;144;542;104;235;8;808;525529;408463;;časť obce;;;
11333;Košický;Rožňava;Rožňava;Nadabula;Biskupský les;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;808;525529;408463;2532270;základná sídelná jednotka;;;
11334;Košický;Rožňava;Rožňava;Nadabula;Krútňava I;;;;5;1;4;2;3;0;3;0;1;1;1;1;1;0;1;5;1;2;8;808;525529;408463;2531620;základná sídelná jednotka;;;
11335;Košický;Rožňava;Rožňava;Nadabula;Krútňava II;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;808;525529;408463;2787930;základná sídelná jednotka;;;
11336;Košický;Rožňava;Rožňava;Nadabula;Nadabula;;;;560;282;278;120;365;75;225;5;43;54;46;123;151;28;121;471;89;204;8;808;525529;408463;2531540;základná sídelná jednotka;;;
11337;Košický;Rožňava;Rožňava;Nadabula;Pri moste II;;;;71;38;33;9;53;9;34;0;8;9;7;22;22;0;22;66;13;29;8;808;525529;408463;2830880;základná sídelná jednotka;;;
11338;Košický;Rožňava;Rožňava;Rožňava;;;;;16 439;7 724;8 715;2 311;11 057;3 071;8 239;103;1 360;2 549;2 076;1 650;6 131;4 862;1 226;15 727;1 465;7 889;8;808;525529;408451;;časť obce;;;
11339;Košický;Rožňava;Rožňava;Rožňava;Banská strana;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;808;525529;408451;2532190;základná sídelná jednotka;;;
11340;Košický;Rožňava;Rožňava;Rožňava;Kalvária;;;;495;230;265;60;318;117;185;0;36;50;37;106;108;4;94;565;72;139;8;808;525529;408451;2529480;základná sídelná jednotka;;;
11341;Košický;Rožňava;Rožňava;Rožňava;Mária baňa;;;;21;10;11;1;16;4;12;0;2;4;2;6;6;3;3;19;4;7;8;808;525529;408451;2530490;základná sídelná jednotka;;;
11342;Košický;Rožňava;Rožňava;Rožňava;Mliekáreň;;;;370;164;206;35;221;114;175;0;23;62;37;25;192;184;5;360;80;223;8;808;525529;408451;2530810;základná sídelná jednotka;;;
11343;Košický;Rožňava;Rožňava;Rožňava;Múzeum;;;;1 456;691;765;172;925;359;754;11;120;251;208;405;529;136;391;1 339;411;633;8;808;525529;408451;2530730;základná sídelná jednotka;;;
11344;Košický;Rožňava;Rožňava;Rožňava;Podrákoš I;;;;2 721;1 299;1 422;462;1 768;491;1 211;16;212;306;302;270;880;660;216;2 685;514;1 344;8;808;525529;408451;2529560;základná sídelná jednotka;;;
11345;Košický;Rožňava;Rožňava;Rožňava;Podrákoš II;;;;1 378;648;730;189;854;335;686;12;104;218;176;115;548;464;82;1 230;358;635;8;808;525529;408451;2787420;základná sídelná jednotka;;;
11346;Košický;Rožňava;Rožňava;Rožňava;Podrákoš III;;;;307;148;159;100;182;25;87;1;17;20;11;47;51;5;46;311;28;139;8;808;525529;408451;2787340;základná sídelná jednotka;;;
11347;Košický;Rožňava;Rožňava;Rožňava;Pri moste I;;;;198;110;88;31;152;15;72;1;10;16;12;26;32;9;22;497;65;307;8;808;525529;408451;2531200;základná sídelná jednotka;;;
11348;Košický;Rožňava;Rožňava;Rožňava;Rožňava - centrum;;;;231;122;109;33;156;42;127;2;16;41;38;48;78;40;30;291;70;141;8;808;525529;408451;2530140;základná sídelná jednotka;;;
11349;Košický;Rožňava;Rožňava;Rožňava;Rožňavská dolina;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;808;525529;408451;2531970;základná sídelná jednotka;;;
11350;Košický;Rožňava;Rožňava;Rožňava;Rožňavské kúpele;;;;116;57;59;12;65;39;51;1;4;17;17;32;34;3;30;150;29;44;8;808;525529;408451;2530310;základná sídelná jednotka;;;
11351;Košický;Rožňava;Rožňava;Rožňava;Sídlisko - juh;;;;5 093;2 391;2 702;744;3 750;599;2 914;34;484;958;711;97;1 970;1 970;0;4 636;1 603;2 256;8;808;525529;408451;2530650;základná sídelná jednotka;;;
11352;Košický;Rožňava;Rožňava;Rožňava;Sídlisko Pavla Jozefa Šafárika;;;;232;95;137;24;128;80;99;2;13;28;33;16;118;105;8;239;64;146;8;808;525529;408451;2529640;základná sídelná jednotka;;;
11353;Košický;Rožňava;Rožňava;Rožňava;Stred;;;;990;421;569;107;590;293;439;6;71;148;122;138;455;354;100;947;229;530;8;808;525529;408451;2529810;základná sídelná jednotka;;;
11354;Košický;Rožňava;Rožňava;Rožňava;Strelnica I;;;;75;37;38;3;55;17;43;1;5;10;18;24;24;0;24;70;17;32;8;808;525529;408451;2531030;základná sídelná jednotka;;;
11355;Košický;Rožňava;Rožňava;Rožňava;Strelnica II;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;808;525529;408451;2787690;základná sídelná jednotka;;;
11356;Košický;Rožňava;Rožňava;Rožňava;Šípkové polia;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;808;525529;408451;2787510;základná sídelná jednotka;;;
11357;Košický;Rožňava;Rožňava;Rožňava;Tehelňa;;;;271;140;131;29;225;17;168;0;21;65;48;10;102;102;0;236;77;116;8;808;525529;408451;2532010;základná sídelná jednotka;;;
11358;Košický;Rožňava;Rožňava;Rožňava;Ulica Košická;;;;434;219;215;49;283;102;234;3;38;78;70;141;141;0;139;393;130;177;8;808;525529;408451;2529720;základná sídelná jednotka;;;
11359;Košický;Rožňava;Rožňava;Rožňava;Vargovo pole;;;;2 051;942;1 109;260;1 369;422;982;13;184;277;234;144;863;823;36;1 759;428;1 020;8;808;525529;408451;2530060;základná sídelná jednotka;;;
11360;Košický;Rožňava;Rožňava;Rožňavská Baňa;;;;;494;251;243;139;319;36;151;2;33;27;20;101;102;2;100;399;52;177;8;808;525529;413574;;časť obce;;;
11361;Košický;Rožňava;Rožňava;Rožňavská Baňa;Rožňavská Baňa;;;;494;251;243;139;319;36;151;2;33;27;20;101;102;2;100;399;52;177;8;808;525529;413574;2531110;základná sídelná jednotka;;;
11362;Košický;Rožňava;Rožňavské Bystré;;;;794;75;597;290;307;74;419;104;293;11;44;84;57;163;166;5;158;560;124;244;8;808;526207;;;obec;;;
11363;Košický;Rožňava;Rožňavské Bystré; ;Rožňavské Bystré;;;;597;290;307;74;419;104;293;11;44;84;57;163;166;5;158;560;124;244;8;808;526207;;2532780;základná sídelná jednotka;;;
11364;Košický;Rožňava;Rudná;;;;749;94;704;358;346;86;468;150;355;10;76;96;70;244;245;0;243;637;177;302;8;808;526215;;;obec;;;
11365;Košický;Rožňava;Rudná; ;Rudná;;;;704;358;346;86;468;150;355;10;76;96;70;244;245;0;243;637;177;302;8;808;526215;;2534050;základná sídelná jednotka;;;
11366;Košický;Rožňava;Silica;;;;3459;16;542;275;267;83;378;81;265;44;47;62;33;154;162;6;153;491;90;202;8;808;526223;;;obec;;;
11367;Košický;Rožňava;Silica; ;Silica;;;;542;275;267;83;378;81;265;44;47;62;33;154;162;6;153;491;90;202;8;808;526223;;2554910;základná sídelná jednotka;;;
11368;Košický;Rožňava;Silická Brezová;;;;1337;11;142;70;72;11;98;33;72;3;16;12;15;51;52;2;47;121;31;60;8;808;526231;;;obec;;;
11369;Košický;Rožňava;Silická Brezová; ;Silická Brezová;;;;142;70;72;11;98;33;72;3;16;12;15;51;52;2;47;121;31;60;8;808;526231;;2555050;základná sídelná jednotka;;;
11370;Košický;Rožňava;Silická Jablonica;;;;2557;7;182;91;91;20;118;44;90;9;11;26;18;70;71;0;69;174;34;85;8;808;526240;;;obec;;;
11371;Košický;Rožňava;Silická Jablonica; ;Silická Jablonica;;;;182;91;91;20;118;44;90;9;11;26;18;70;71;0;69;174;34;85;8;808;526240;;2555130;základná sídelná jednotka;;;
11372;Košický;Rožňava;Slavec;;;;1752;27;473;239;234;66;338;69;232;5;46;43;35;118;129;3;124;430;73;191;8;808;526266;;;obec;;;
11373;Košický;Rožňava;Slavec;Slavec;;;;;377;191;186;48;272;57;178;5;35;38;28;93;104;3;99;345;60;153;8;808;526266;408773;;časť obce;;;
11374;Košický;Rožňava;Slavec;Slavec;Slavec;;;;377;191;186;48;272;57;178;5;35;38;28;93;104;3;99;345;60;153;8;808;526266;408773;2561700;základná sídelná jednotka;;;
11375;Košický;Rožňava;Slavec;Vidová;;;;;96;48;48;18;66;12;54;0;11;5;7;25;25;0;25;85;13;38;8;808;526266;408785;;časť obce;;;
11376;Košický;Rožňava;Slavec;Vidová;Vidová;;;;96;48;48;18;66;12;54;0;11;5;7;25;25;0;25;85;13;38;8;808;526266;408785;2561880;základná sídelná jednotka;;;
11377;Košický;Rožňava;Slavoška;;;;438;30;132;67;65;44;76;12;52;14;3;4;8;27;27;0;26;120;9;47;8;808;526274;;;obec;;;
11378;Košický;Rožňava;Slavoška; ;Slavoška;;;;132;67;65;44;76;12;52;14;3;4;8;27;27;0;26;120;9;47;8;808;526274;;2562340;základná sídelná jednotka;;;
11379;Košický;Rožňava;Slavošovce;;;m;1553;116;1 797;879;918;361;1 208;228;792;20;194;115;131;213;547;380;161;1 632;132;766;8;808;526282;;;obec;;;
11380;Košický;Rožňava;Slavošovce; ;Slavošovce;;;;1 797;879;918;361;1 208;228;792;20;194;115;131;213;547;380;161;1 632;132;766;8;808;526282;;2562510;základná sídelná jednotka;;;
11381;Košický;Rožňava;Stratená;;;;3536;3;120;60;60;11;73;36;56;3;6;15;12;51;52;0;47;108;13;57;8;808;526291;;;obec;;;
11382;Košický;Rožňava;Stratená;Dobšinská Ľadová Jaskyňa;;;;;38;16;22;5;27;6;25;2;4;6;5;17;18;0;14;34;8;18;8;808;526291;413513;;časť obce;;;
11383;Košický;Rožňava;Stratená;Dobšinská Ľadová Jaskyňa;Dobšinská Ľadová Jaskyňa;;;;38;16;22;5;27;6;25;2;4;6;5;17;18;0;14;34;8;18;8;808;526291;413513;2588490;základná sídelná jednotka;;;
11384;Košický;Rožňava;Stratená;Stratená;;;;;82;44;38;6;46;30;31;1;2;9;7;34;34;0;33;74;7;39;8;808;526291;409110;;časť obce;;;
11385;Košický;Rožňava;Stratená;Stratená;Stratená;;;;82;44;38;6;46;30;31;1;2;9;7;34;34;0;33;74;7;39;8;808;526291;409110;2588571;základná sídelná jednotka;;;
11386;Košický;Rožňava;Stratená;Stratená;Stratená;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;808;526291;409110;2588572;základná sídelná jednotka;;;
11387;Košický;Rožňava;Štítnik;;;m;3454;43;1 478;754;724;196;1 018;264;716;39;136;150;141;392;465;73;375;1 288;250;620;8;808;526312;;;obec;;;
11388;Košický;Rožňava;Štítnik; ;Štítnik;;;;1 478;754;724;196;1 018;264;716;39;136;150;141;392;465;73;375;1 288;250;620;8;808;526312;;2613431;základná sídelná jednotka;;;
11389;Košický;Rožňava;Štítnik; ;Štítnik;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;808;526312;;2613432;základná sídelná jednotka;;;
11390;Košický;Rožňava;Vlachovo;;;;3733;21;785;406;379;72;525;188;421;36;75;124;90;241;279;21;256;706;195;325;8;808;526339;;;obec;;;
11391;Košický;Rožňava;Vlachovo; ;Vlachovo;;;;785;406;379;72;525;188;421;36;75;124;90;241;279;21;256;706;195;325;8;808;526339;;2698160;základná sídelná jednotka;;;
11392;Košický;Rožňava;Vyšná Slaná;;;;1536;29;445;223;222;42;294;109;219;17;53;55;40;146;147;0;142;412;86;189;8;808;526347;;;obec;;;
11393;Košický;Rožňava;Vyšná Slaná; ;Vyšná Slaná;;;;445;223;222;42;294;109;219;17;53;55;40;146;147;0;142;412;86;189;8;808;526347;;2713140;základná sídelná jednotka;;;
11394;Košický;Sobrance;Baškovce;;;;621;37;232;120;112;26;165;41;126;5;23;36;27;69;70;2;67;193;55;88;8;809;522309;;;obec;;;
11395;Košický;Sobrance;Baškovce; ;Baškovce;;;;232;120;112;26;165;41;126;5;23;36;27;69;70;2;67;193;55;88;8;809;522309;;2021510;základná sídelná jednotka;;;
11396;Košický;Sobrance;Beňatina;;;;1864;10;189;89;100;17;109;63;68;3;10;18;7;58;58;0;57;170;27;86;8;809;522317;;;obec;;;
11397;Košický;Sobrance;Beňatina; ;Beňatina;;;;189;89;100;17;109;63;68;3;10;18;7;58;58;0;57;170;27;86;8;809;522317;;2026060;základná sídelná jednotka;;;
11398;Košický;Sobrance;Bežovce;;;m;2951;33;970;487;483;157;657;156;425;27;63;97;65;249;259;13;242;862;137;359;8;809;522325;;;obec;;;
11399;Košický;Sobrance;Bežovce; ;Bežovce;;;;970;487;483;157;657;156;425;27;63;97;65;249;259;13;242;862;137;359;8;809;522325;;2028600;základná sídelná jednotka;;;
11400;Košický;Sobrance;Blatná Polianka;;;;999;17;166;77;89;24;101;41;69;3;17;16;9;53;53;0;51;130;23;73;8;809;522333;;;obec;;;
11401;Košický;Sobrance;Blatná Polianka; ;Blatná Polianka;;;;166;77;89;24;101;41;69;3;17;16;9;53;53;0;51;130;23;73;8;809;522333;;2030500;základná sídelná jednotka;;;
11402;Košický;Sobrance;Blatné Remety;;;;623;104;649;343;306;137;452;60;215;7;17;35;23;113;118;6;110;476;24;230;8;809;522341;;;obec;;;
11403;Košický;Sobrance;Blatné Remety; ;Blatné Remety;;;;533;282;251;111;374;48;175;7;15;24;21;91;96;6;88;393;20;189;8;809;522341;;2030760;základná sídelná jednotka;;;
11404;Košický;Sobrance;Blatné Remety; ;Ruská kolónia;;;;116;61;55;26;78;12;40;0;2;11;2;22;22;0;22;83;8;41;8;809;522341;;2030840;základná sídelná jednotka;;;
11405;Košický;Sobrance;Blatné Revištia;;;;516;43;220;106;114;30;144;46;99;7;21;26;16;67;67;0;65;191;47;85;8;809;522350;;;obec;;;
11406;Košický;Sobrance;Blatné Revištia; ;Blatné Revištia;;;;220;106;114;30;144;46;99;7;21;26;16;67;67;0;65;191;47;85;8;809;522350;;2030920;základná sídelná jednotka;;;
11407;Košický;Sobrance;Bunkovce;;;;779;50;392;199;193;64;279;49;151;9;21;34;13;85;88;4;82;341;47;160;8;809;522384;;;obec;;;
11408;Košický;Sobrance;Bunkovce; ;Bunkovce;;;;392;199;193;64;279;49;151;9;21;34;13;85;88;4;82;341;47;160;8;809;522384;;2074460;základná sídelná jednotka;;;
11409;Košický;Sobrance;Fekišovce;;;;476;61;290;151;139;42;208;40;142;5;44;25;25;75;77;0;75;259;65;115;8;809;522422;;;obec;;;
11410;Košický;Sobrance;Fekišovce; ;Fekišovce;;;;290;151;139;42;208;40;142;5;44;25;25;75;77;0;75;259;65;115;8;809;522422;;2142130;základná sídelná jednotka;;;
11411;Košický;Sobrance;Hlivištia;;;;2021;18;373;183;190;53;263;57;191;27;27;64;30;104;104;0;100;332;92;156;8;809;522457;;;obec;;;
11412;Košický;Sobrance;Hlivištia; ;Hlivištia;;;;373;183;190;53;263;57;191;27;27;64;30;104;104;0;100;332;92;156;8;809;522457;;2162320;základná sídelná jednotka;;;
11413;Košický;Sobrance;Horňa;;;;673;50;338;171;167;39;233;66;162;10;37;46;23;103;103;0;100;298;80;129;8;809;522473;;;obec;;;
11414;Košický;Sobrance;Horňa; ;Horňa;;;;338;171;167;39;233;66;162;10;37;46;23;103;103;0;100;298;80;129;8;809;522473;;2171400;základná sídelná jednotka;;;
11415;Košický;Sobrance;Husák;;;;1395;13;176;99;77;15;128;33;97;6;18;26;15;56;56;0;54;148;39;75;8;809;522490;;;obec;;;
11416;Košický;Sobrance;Husák; ;Husák;;;;176;99;77;15;128;33;97;6;18;26;15;56;56;0;54;148;39;75;8;809;522490;;2204850;základná sídelná jednotka;;;
11417;Košický;Sobrance;Choňkovce;;;;1832;27;502;252;250;54;362;86;278;31;57;73;38;162;166;6;158;472;121;223;8;809;522503;;;obec;;;
11418;Košický;Sobrance;Choňkovce; ;Choňkovce;;;;502;252;250;54;362;86;278;31;57;73;38;162;166;6;158;472;121;223;8;809;522503;;2208410;základná sídelná jednotka;;;
11419;Košický;Sobrance;Inovce;;;;1059;20;207;97;110;18;148;41;109;7;24;22;17;54;54;0;52;178;45;91;8;809;522520;;;obec;;;
11420;Košický;Sobrance;Inovce; ;Inovce;;;;207;97;110;18;148;41;109;7;24;22;17;54;54;0;52;178;45;91;8;809;522520;;2212870;základná sídelná jednotka;;;
11421;Košický;Sobrance;Jasenov;;;;721;40;286;148;138;33;193;60;152;13;26;45;36;93;93;0;93;269;86;121;8;809;522538;;;obec;;;
11422;Košický;Sobrance;Jasenov; ;Jasenov;;;;286;148;138;33;193;60;152;13;26;45;36;93;93;0;93;269;86;121;8;809;522538;;2223300;základná sídelná jednotka;;;
11423;Košický;Sobrance;Jenkovce;;;;1486;28;423;222;201;52;301;70;211;4;43;65;35;138;138;9;127;368;99;166;8;809;522554;;;obec;;;
11424;Košický;Sobrance;Jenkovce; ;Jenkovce;;;;423;222;201;52;301;70;211;4;43;65;35;138;138;9;127;368;99;166;8;809;522554;;2227470;základná sídelná jednotka;;;
11425;Košický;Sobrance;Kolibabovce;;;;383;48;182;88;94;33;127;22;84;4;14;18;7;44;44;0;44;166;35;73;8;809;522601;;;obec;;;
11426;Košický;Sobrance;Kolibabovce; ;Kolibabovce;;;;182;88;94;33;127;22;84;4;14;18;7;44;44;0;44;166;35;73;8;809;522601;;2257110;základná sídelná jednotka;;;
11427;Košický;Sobrance;Koňuš;;;;2323;14;332;168;164;40;230;62;178;19;22;54;27;101;101;0;101;278;86;127;8;809;522627;;;obec;;;
11428;Košický;Sobrance;Koňuš; ;Koňuš;;;;332;168;164;40;230;62;178;19;22;54;27;101;101;0;101;278;86;127;8;809;522627;;2261650;základná sídelná jednotka;;;
11429;Košický;Sobrance;Koromľa;;;;1304;32;414;217;197;47;295;72;189;15;34;53;25;116;116;0;112;337;72;151;8;809;522643;;;obec;;;
11430;Košický;Sobrance;Koromľa; ;Koromľa;;;;414;217;197;47;295;72;189;15;34;53;25;116;116;0;112;337;72;151;8;809;522643;;2265300;základná sídelná jednotka;;;
11431;Košický;Sobrance;Krčava;;;m;874;48;421;196;225;59;305;57;190;9;29;52;35;106;126;20;103;372;83;174;8;809;522660;;;obec;;;
11432;Košický;Sobrance;Krčava; ;Krčava;;;;392;180;212;58;279;55;175;9;27;50;30;105;115;9;103;352;76;163;8;809;522660;;2288510;základná sídelná jednotka;;;
11433;Košický;Sobrance;Krčava; ;Tehelňa;;;;29;16;13;1;26;2;15;0;2;2;5;1;11;11;0;20;8;11;8;809;522660;;2288690;základná sídelná jednotka;;;
11434;Košický;Sobrance;Kristy;;;;790;42;330;171;159;73;212;45;127;2;20;26;11;74;77;6;69;278;47;123;8;809;522678;;;obec;;;
11435;Košický;Sobrance;Kristy; ;Kristy;;;;330;171;159;73;212;45;127;2;20;26;11;74;77;6;69;278;47;123;8;809;522678;;2290320;základná sídelná jednotka;;;
11436;Košický;Sobrance;Lekárovce;;;;1227;71;870;420;450;95;578;197;412;10;87;98;56;258;260;3;253;731;173;334;8;809;522716;;;obec;;;
11437;Košický;Sobrance;Lekárovce; ;Lekárovce;;;;870;420;450;95;578;197;412;10;87;98;56;258;260;3;253;731;173;334;8;809;522716;;2312400;základná sídelná jednotka;;;
11438;Košický;Sobrance;Nižná Rybnica;;;;900;46;410;199;211;62;279;69;180;5;32;47;27;115;115;0;112;388;83;173;8;809;522813;;;obec;;;
11439;Košický;Sobrance;Nižná Rybnica; ;Nižná Rybnica;;;;410;199;211;62;279;69;180;5;32;47;27;115;115;0;112;388;83;173;8;809;522813;;2408930;základná sídelná jednotka;;;
11440;Košický;Sobrance;Nižné Nemecké;;;;725;45;329;162;167;55;216;58;140;7;34;32;20;84;84;0;81;324;67;144;8;809;522821;;;obec;;;
11441;Košický;Sobrance;Nižné Nemecké; ;Nižné Nemecké;;;;329;162;167;55;216;58;140;7;34;32;20;84;84;0;81;324;67;144;8;809;522821;;2409910;základná sídelná jednotka;;;
